tab	specimens
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight	location	site
BRa.10a		BRa.10																	This study	LP-NOMAG				Bad River	BRa
BRa.10a	BRa.10a:LP-DIR-T	BRa.10		MT	237.6	32.9	2	18	0	17.4	7.4	923	573	K		hargrave 2018-11-14 01:31:19	pmagpy-4.2.5: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Bad River	BRa
BRa.10a	BRa.10a:LP-DIR-T	BRa.10		HT	213.3	27.7	2	9	0	0.0	1.8	962	944	K		hargrave 2018-11-14 01:31:19	pmagpy-4.2.5: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Bad River	BRa
BRa.10a	BRa.10a:LP-DIR-T	BRa.10		MT	251.1	-11.5	2	18	100	17.4	7.4	923	573	K		hargrave 2018-11-14 01:31:19	pmagpy-4.2.5: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Bad River	BRa
BRa.10a	BRa.10a:LP-DIR-T	BRa.10		HT	238.3	6.0	2	9	100	0.0	1.8	962	944	K		hargrave 2018-11-14 01:31:19	pmagpy-4.2.5: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Bad River	BRa
BRa.10a	BRa.10a:LP-DIR-T	BRa.10		HT	218.3	10.9	2	9	-1	0.0	1.8	962	944	K		hargrave 2018-11-14 01:31:19	pmagpy-4.2.5: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Bad River	BRa
BRa.10a	BRa.10a:LP-DIR-T	BRa.10		MT	237.3	22.6	2	18	-1	17.4	7.4	923	573	K		hargrave 2018-11-14 01:31:19	pmagpy-4.2.5: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Bad River	BRa
BRa.11a	BRa.11a:LP-DIR-T	BRa.11		HT	238.2	11.2	2	6	100	0.0	1.6	962	952	K		hargrave 2018-11-14 03:24:08	pmagpy-4.2.5: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Bad River	BRa
BRa.11a	BRa.11a:LP-DIR-T	BRa.11		MT	240.7	5.5	2	16	100	2.3	21.6	923	723	K		hargrave 2018-11-14 03:24:08	pmagpy-4.2.5: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Bad River	BRa
BRa.11a	BRa.11a:LP-DIR-T	BRa.11		MT	214.5	29.8	2	16	0	2.3	21.6	923	723	K		hargrave 2018-11-14 03:24:08	pmagpy-4.2.5: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Bad River	BRa
BRa.11a	BRa.11a:LP-DIR-T	BRa.11		HT	202.8	3.6	2	12	-1	4.0	6.9	962	933	K		hargrave 2018-11-14 03:24:08	pmagpy-4.2.5: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Bad River	BRa
BRa.11a	BRa.11a:LP-DIR-T	BRa.11		MT	202.2	6.9	2	16	-1	2.3	21.6	923	723	K		hargrave 2018-11-14 03:24:08	pmagpy-4.2.5: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Bad River	BRa
BRa.11a		BRa.11																	This study	LP-NOMAG				Bad River	BRa
BRa.11a	BRa.11a:LP-DIR-T	BRa.11		HT	214.4	26.4	2	12	0	4.0	6.9	962	933	K		hargrave 2018-11-14 03:24:08	pmagpy-4.2.5: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Bad River	BRa
BRa.12a	BRa.12a:LP-DIR-T	BRa.12		HT	201.5	-1.8	2	10	-1	0.0	3.8	962	944	K		hargrave 2018-11-14 01:35:50	pmagpy-4.2.5: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Bad River	BRa
BRa.12a	BRa.12a:LP-DIR-T	BRa.12		MT	237.8	30.5	2	18	0	18.0	12.4	923	573	K		hargrave 2018-11-14 01:35:50	pmagpy-4.2.5: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Bad River	BRa
BRa.12a	BRa.12a:LP-DIR-T	BRa.12		HT	214.6	24.1	2	10	0	0.0	3.8	962	944	K		hargrave 2018-11-14 01:35:50	pmagpy-4.2.5: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Bad River	BRa
BRa.12a	BRa.12a:LP-DIR-T	BRa.12		HT	235.2	3.9	2	10	100	0.0	3.8	962	944	K		hargrave 2018-11-14 01:35:50	pmagpy-4.2.5: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Bad River	BRa
BRa.12a	BRa.12a:LP-DIR-T	BRa.12		MT	219.7	9.9	2	18	-1	18.0	12.4	923	573	K		hargrave 2018-11-14 01:35:50	pmagpy-4.2.5: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Bad River	BRa
BRa.12a	BRa.12a:LP-DIR-T	BRa.12		MT	249.1	-12.8	2	18	100	18.0	12.4	923	573	K		hargrave 2018-11-14 01:35:50	pmagpy-4.2.5: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Bad River	BRa
BRa.12a		BRa.12																	This study	LP-NOMAG				Bad River	BRa
BRa.13a	BRa.13a:LP-DIR-T	BRa.13		MT	303.3	47.7	2	18	-1	3.9	2.1	923	573	K		hargrave 2018-11-14 01:36:56	pmagpy-4.2.5: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Bad River	BRa
BRa.13a	BRa.13a:LP-DIR-T	BRa.13		HT	284.3	46.9	2	11	-1	7.4	9.6	962	933	K		hargrave 2018-11-14 01:36:56	pmagpy-4.2.5: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Bad River	BRa
BRa.13a	BRa.13a:LP-DIR-T	BRa.13		MT	252.5	31.7	2	18	0	3.9	2.1	923	573	K		hargrave 2018-11-14 01:36:56	pmagpy-4.2.5: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Bad River	BRa
BRa.13a	BRa.13a:LP-DIR-T	BRa.13		HT	235.0	47.0	2	7	0	0.0	6.1	962	949	K		hargrave 2018-11-14 01:36:56	pmagpy-4.2.5: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Bad River	BRa
BRa.13a	BRa.13a:LP-DIR-T	BRa.13		MT	257.4	-22.6	2	18	100	3.9	2.1	923	573	K		hargrave 2018-11-14 01:36:56	pmagpy-4.2.5: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Bad River	BRa
BRa.13a	BRa.13a:LP-DIR-T	BRa.13		HT	262.5	-2.9	2	7	100	0.0	6.1	962	949	K		hargrave 2018-11-14 01:36:56	pmagpy-4.2.5: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Bad River	BRa
BRa.13a		BRa.13																	This study	LP-NOMAG				Bad River	BRa
BRa.14a	BRa.14a:LP-DIR-T	BRa.14		MT	245.7	51.0	2	18	0	5.1	2.8	923	573	K		hargrave 2018-11-14 02:41:12	pmagpy-4.2.5: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Bad River	BRa
BRa.14a	BRa.14a:LP-DIR-T	BRa.14		MT	161.0	0.3	2	18	-1	5.1	2.8	923	573	K		hargrave 2018-11-14 02:41:12	pmagpy-4.2.5: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Bad River	BRa
BRa.14a	BRa.14a:LP-DIR-T	BRa.14		HT	152.1	12.1	2	11	-1	5.1	7.9	962	933	K		hargrave 2018-11-14 02:41:12	pmagpy-4.2.5: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Bad River	BRa
BRa.14a	BRa.14a:LP-DIR-T	BRa.14		MT	270.1	-6.7	2	16	100	5.2	2.9	913	573	K		hargrave 2018-11-14 02:41:12	pmagpy-4.2.5: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Bad River	BRa
BRa.14a	BRa.14a:LP-DIR-T	BRa.14		HT	262.5	6.5	2	11	100	0.0	3.9	962	933	K		hargrave 2018-11-14 02:41:12	pmagpy-4.2.5: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Bad River	BRa
BRa.14a	BRa.14a:LP-DIR-T	BRa.14		HT	221.9	50.8	2	11	0	0.0	3.9	962	933	K		hargrave 2018-11-14 02:41:12	pmagpy-4.2.5: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Bad River	BRa
BRa.14a		BRa.14																	This study	LP-NOMAG				Bad River	BRa
