tab	specimens
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight	location	site
BRIC.10a	BRIC.10a:LP-DIR-T	BRIC.10		MT	180.8	-3.4	2	16	-1	6.3	14.3	947	823	K		hargrave 2018-01-25 12:27:53	pmagpy-3.19.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Bad River, Wisconsin	BRIC
BRIC.10a	BRIC.10a:LP-DIR-T	BRIC.10		HT	192.7	-20.9	2	3	-1	10.3	8.2	955	951	K		hargrave 2018-01-25 12:27:53	pmagpy-3.19.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Bad River, Wisconsin	BRIC
BRIC.10a	BRIC.10a:LP-DIR-T	BRIC.10		MT	220.7	15.6	2	16	0	6.3	14.3	947	823	K		hargrave 2018-01-25 12:27:53	pmagpy-3.19.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Bad River, Wisconsin	BRIC
BRIC.10a	BRIC.10a:LP-DIR-T	BRIC.10		HT	231.7	-2.4	2	3	0	10.3	8.2	955	951	K		hargrave 2018-01-25 12:27:53	pmagpy-3.19.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Bad River, Wisconsin	BRIC
BRIC.10a	BRIC.10a:LP-DIR-T	BRIC.10		MT	228.9	-4.2	2	16	100	6.3	14.3	947	823	K		hargrave 2018-01-25 12:27:53	pmagpy-3.19.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Bad River, Wisconsin	BRIC
BRIC.10a	BRIC.10a:LP-DIR-T	BRIC.10		HT	215.0	-20.3	2	3	100	10.3	8.2	955	951	K		hargrave 2018-01-25 12:27:53	pmagpy-3.19.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Bad River, Wisconsin	BRIC
BRIC.11a	BRIC.11a:LP-DIR-T	BRIC.11		MT	177.4	38.4	1	22	-1	2.9	7.8	957	798	K		hargrave 2018-04-11 09:29:43	pmagpy-3.19.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Bad River, Wisconsin	BRIC
BRIC.11a	BRIC.11a:LP-DIR-T	BRIC.11		MT	164.7	60.3	1	22	0	2.9	7.8	957	798	K		hargrave 2018-04-11 09:29:43	pmagpy-3.19.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Bad River, Wisconsin	BRIC
BRIC.11a	BRIC.11a:LP-DIR-T	BRIC.11		MT	276.1	36.6	1	22	100	2.9	7.8	957	798	K		hargrave 2018-04-11 09:29:43	pmagpy-3.19.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Bad River, Wisconsin	BRIC
BRIC.12a	BRIC.12a:LP-DIR-T	BRIC.12		MT	238.6	43.4	2	11	-1	4.7	3.9	945	873	K		hargrave 2018-04-11 09:30:58	pmagpy-3.19.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Bad River, Wisconsin	BRIC
BRIC.12a	BRIC.12a:LP-DIR-T	BRIC.12		HT	226.3	39.7	2	8	-1	3.5	6.7	961	949	K		hargrave 2018-04-11 09:30:58	pmagpy-3.19.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Bad River, Wisconsin	BRIC
BRIC.12a	BRIC.12a:LP-DIR-T	BRIC.12		MT	196.1	51.6	2	11	0	4.7	3.9	945	873	K		hargrave 2018-04-11 09:30:58	pmagpy-3.19.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Bad River, Wisconsin	BRIC
BRIC.12a	BRIC.12a:LP-DIR-T	BRIC.12		HT	180.3	54.8	2	8	0	3.5	6.7	961	949	K		hargrave 2018-04-11 09:30:58	pmagpy-3.19.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Bad River, Wisconsin	BRIC
BRIC.12a	BRIC.12a:LP-DIR-T	BRIC.12		MT	260.8	22.5	2	11	100	4.7	3.9	945	873	K		hargrave 2018-04-11 09:30:58	pmagpy-3.19.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Bad River, Wisconsin	BRIC
BRIC.12a	BRIC.12a:LP-DIR-T	BRIC.12		HT	265.8	31.4	2	8	100	3.5	6.7	961	949	K		hargrave 2018-04-11 09:30:58	pmagpy-3.19.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Bad River, Wisconsin	BRIC
BRIC.13a	BRIC.13a:LP-DIR-T	BRIC.13		MT	340.5	34.4	2	13	-1	91.4	12.3	923	723	K		hargrave 2018-01-25 12:32:25	pmagpy-3.19.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Bad River, Wisconsin	BRIC
BRIC.13a	BRIC.13a:LP-DIR-T	BRIC.13		HT	117.8	-44.8	2	12	-1	15.4	24.5	957	923	K		hargrave 2018-01-25 12:32:25	pmagpy-3.19.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Bad River, Wisconsin	BRIC
BRIC.13a	BRIC.13a:LP-DIR-T	BRIC.13		MT	256.9	-0.9	2	13	0	91.4	12.3	923	723	K		hargrave 2018-01-25 12:32:25	pmagpy-3.19.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Bad River, Wisconsin	BRIC
BRIC.13a	BRIC.13a:LP-DIR-T	BRIC.13		HT	50.5	-21.3	2	12	0	15.4	24.5	957	923	K		hargrave 2018-01-25 12:32:25	pmagpy-3.19.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Bad River, Wisconsin	BRIC
BRIC.13a	BRIC.13a:LP-DIR-T	BRIC.13		MT	226.6	-43.6	2	13	100	91.4	12.3	923	723	K		hargrave 2018-01-25 12:32:25	pmagpy-3.19.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Bad River, Wisconsin	BRIC
BRIC.13a	BRIC.13a:LP-DIR-T	BRIC.13		HT	57.6	10.9	2	12	100	15.4	24.5	957	923	K		hargrave 2018-01-25 12:32:25	pmagpy-3.19.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Bad River, Wisconsin	BRIC
BRIC.14a	BRIC.14a:LP-DIR-T	BRIC.14		MT	318.8	15.9	2	12	-1	72.7	20.2	928	798	K		hargrave 2018-03-08 15:28:25	pmagpy-3.19.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Bad River, Wisconsin	BRIC
BRIC.14a	BRIC.14a:LP-DIR-T	BRIC.14		HT	24.9	-48.1	2	11	-1	5.8	5.6	957	928	K		hargrave 2018-03-08 15:28:25	pmagpy-3.19.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Bad River, Wisconsin	BRIC
BRIC.14a	BRIC.14a:LP-DIR-T	BRIC.14		MT	248.3	-6.4	2	12	0	72.7	20.2	928	798	K		hargrave 2018-03-08 15:28:25	pmagpy-3.19.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Bad River, Wisconsin	BRIC
BRIC.14a	BRIC.14a:LP-DIR-T	BRIC.14		HT	346.9	-70.8	2	11	0	5.8	5.6	957	928	K		hargrave 2018-03-08 15:28:25	pmagpy-3.19.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Bad River, Wisconsin	BRIC
BRIC.14a	BRIC.14a:LP-DIR-T	BRIC.14		MT	216.1	-37.3	2	12	100	72.7	20.2	928	798	K		hargrave 2018-03-08 15:28:25	pmagpy-3.19.0: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Bad River, Wisconsin	BRIC
